Age,PreviousPurchases,TrafficSource,TimeOnSite,CartValue,ViewedReviews,PagesVisited,Device,AddedToCart,Converted
58,2,Organic,6.12,185.35,0,1,Tablet,1,1
40,0,Organic,10.91,129.97,0,6,Mobile,1,0
45,2,Ads,5.31,79.88,1,2,Tablet,1,0
59,4,Ads,6.73,80.17,1,14,Tablet,0,1
22,3,Ads,9.27,206.08,1,13,Tablet,0,1
39,1,Email,10.6,122.91,0,13,Mobile,1,1
24,2,Email,2.47,135.17,1,19,Mobile,1,1
62,5,Ads,12.33,132.76,0,17,Desktop,0,0
23,3,Social Media,8.81,179.89,1,2,Desktop,1,0
56,4,Email,10.72,130.47,1,14,Tablet,0,0
35,4,Organic,9.53,175.54,0,3,Tablet,1,1
35,5,Social Media,8.95,102.28,0,12,Mobile,1,0
26,6,Ads,4.19,137.55,1,15,Desktop,1,1
53,6,Organic,5.3,166.29,1,5,Mobile,1,0
34,0,Email,6.43,163.9,1,9,Desktop,1,1
62,1,Ads,6.72,54.0,1,12,Mobile,1,0
49,2,Organic,5.66,128.59,1,15,Desktop,1,1
59,2,Ads,8.4,185.54,0,15,Desktop,1,1
52,7,Ads,5.73,36.87,1,18,Tablet,1,1
37,1,Email,6.95,181.95,1,9,Mobile,0,1
44,1,Email,3.91,160.26,0,18,Mobile,0,1
52,7,Ads,7.55,189.61,1,18,Mobile,1,1
29,2,Ads,8.54,174.7,1,3,Mobile,1,1
58,4,Ads,11.32,5.0,1,2,Desktop,1,0
40,2,Email,4.95,182.54,0,3,Desktop,1,0
20,3,Email,6.0,98.77,1,3,Mobile,0,1
27,6,Email,4.47,147.83,0,15,Desktop,0,1
54,2,Organic,12.2,221.0,1,2,Mobile,1,1
21,2,Email,6.04,148.95,0,11,Desktop,0,1
61,3,Email,12.9,180.8,1,1,Mobile,1,0
30,3,Social Media,6.82,260.19,0,1,Desktop,0,1
32,4,Social Media,3.25,90.88,1,3,Tablet,1,0
35,1,Organic,6.32,127.57,1,12,Mobile,1,1
38,2,Organic,7.22,15.06,1,8,Tablet,0,0
48,1,Ads,7.03,225.56,1,7,Tablet,1,0
25,2,Ads,9.48,118.27,1,4,Tablet,1,1
55,1,Social Media,11.24,5.0,0,9,Desktop,0,0
20,4,Ads,4.6,147.12,0,14,Desktop,1,0
40,2,Ads,8.12,237.03,1,1,Desktop,1,1
43,3,Social Media,7.2,124.56,0,9,Mobile,1,0
23,3,Organic,4.91,170.79,1,4,Mobile,1,0
48,2,Social Media,6.51,122.48,1,1,Desktop,0,0
46,3,Social Media,6.79,89.58,0,7,Tablet,1,0
37,4,Ads,9.24,150.29,0,19,Mobile,1,1
34,3,Social Media,9.83,14.57,1,18,Desktop,1,1
58,1,Ads,9.99,177.14,1,5,Mobile,1,0
56,3,Ads,10.07,96.58,1,14,Desktop,1,1
51,1,Email,9.54,38.61,1,7,Mobile,1,1
31,3,Organic,11.11,167.9,1,3,Tablet,1,0
53,5,Social Media,18.12,101.43,0,12,Desktop,1,1
56,2,Social Media,15.61,145.81,0,15,Tablet,1,0
35,1,Organic,8.07,193.72,1,7,Desktop,1,1
35,1,Email,10.25,125.43,1,13,Desktop,1,1
34,5,Social Media,7.47,202.61,0,17,Mobile,1,1
51,5,Email,11.2,165.08,0,9,Desktop,0,1
22,3,Ads,8.26,164.58,1,9,Mobile,1,0
52,5,Ads,7.62,74.31,0,7,Desktop,1,0
39,5,Ads,10.47,138.19,0,11,Tablet,1,0
56,4,Ads,7.84,220.36,0,17,Desktop,1,1
36,2,Organic,13.74,94.22,1,12,Desktop,1,1
48,0,Social Media,12.35,113.21,1,19,Mobile,1,1
45,5,Ads,11.12,5.0,1,10,Tablet,1,1
41,4,Email,8.14,64.56,1,9,Mobile,0,1
53,6,Ads,11.97,12.04,1,19,Desktop,1,1
61,1,Email,7.44,25.98,1,10,Mobile,1,0
62,3,Email,13.24,99.53,0,16,Tablet,0,0
63,3,Email,5.79,107.07,1,10,Tablet,1,1
53,1,Organic,4.98,93.33,0,13,Desktop,1,1
38,5,Ads,8.84,142.09,1,4,Tablet,0,1
60,2,Organic,7.88,267.57,1,5,Desktop,1,1
33,4,Email,9.02,195.69,1,6,Tablet,1,1
26,2,Social Media,2.65,5.0,0,14,Desktop,1,0
20,3,Ads,6.11,218.82,0,7,Tablet,1,0
19,6,Social Media,9.61,219.28,1,3,Desktop,1,1
26,3,Organic,6.59,35.24,0,3,Mobile,1,0
34,3,Ads,11.26,81.24,1,1,Tablet,1,1
41,2,Social Media,7.08,203.61,0,13,Desktop,1,1
58,2,Social Media,3.63,172.21,0,5,Mobile,0,0
43,1,Email,3.48,75.48,1,5,Mobile,1,1
40,2,Ads,10.66,176.26,1,13,Tablet,0,0
45,5,Ads,7.37,62.01,0,14,Mobile,1,1
